#OTU ID	BNC.no_1	BNC.no_2	BNC.no_3	BAF10.1_1	BAF10.1_2	BAF10.1_3	BAF10.3_1	BAF10.3_2	BAF10.3_3	BAF10.5_1	BAF10.5_2	BAF10.5_3	BAF10.7_1	BAF10.7_2	BAF10.7_3	BAF.no_1	BAF.no_2	BAF.no_3	RNC10.1_1	RNC10.1_2	RNC10.1_3	RNC10.3_1	RNC10.3_2	RNC10.3_3	RNC10.5_1	RNC10.5_2	RNC10.5_3	RNC10.7_1	RNC10.7_2	RNC10.7_3	RNC.no_1	RNC.no_2	RNC.no_3	RAF10.1_1	RAF10.1_2	RAF10.1_3	RAF10.3_1	RAF10.3_2	RAF10.3_3	RAF10.5_1	RAF10.5_2	RAF10.5_3	RAF10.7_1	RAF10.7_2	RAF10.7_3	RAF.no_1	RAF.no_2	RAF.no_3	BNC10.1_1	BNC10.1_2	BNC10.1_3	BNC10.3_1	BNC10.3_2	BNC10.3_3	BNC10.5_1	BNC10.5_2	BNC10.5_3	BNC10.7_1	BNC10.7_2	BNC10.7_3
4910481b33619003b5c0e94479986a83	0	104	110	28	0	17	18	27	0	0	0	87	0	61	31	28	80	26	0	0	0	15	0	19	16	26	10	24	0	14	11	13	47	0	15	10	13	0	6	14	63	33	32	33	0	25	32	17	30	0	33	44	18	21	40	0	77	0	0	122
a6cc5f8a93f36cdc78b4b9ff9e5dac17	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c89bd0b2b72ed34ae011f97db844ed0	375	0	0	0	60	0	0	0	0	135	158	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	167	0	81	219	0
acc6cc52a6dce6138d306867a5752e3e	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	309	0
45cd787985e8031451afaaafc58e1f82	41	57	64	36	0	30	60	52	10	57	42	43	0	42	50	43	42	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	40	41	58	26	41	55	64	68	49	76	52
b38f079af048de8b03c4d3187511eba0	0	0	0	36	29	0	0	2	0	29	0	0	38	0	0	0	0	0	2	0	0	0	0	0	0	0	48	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	49	13	965	23	38	0	0	0	0	0
7d2eb7aef43943c944d9c9c1c1119e59	89	79	115	43	21	23	39	46	0	44	68	56	34	39	38	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	40	30	42	30	33	76	47	68	57	57
99a5686c4f6910837aa8bfda71e9d686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	18	21	20	23	18	42	54	12	0	28	32	30	16	60	12	31	17	28	10	18	19	286	82	52	83	18	89	96	73	0	0	0	0	0	0	0	0	0	0	0	0
e745ceed603a1e51f1987b9bf319eb14	40	37	62	37	26	50	39	40	0	43	45	53	50	41	45	37	60	26	20	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	37	29	30	62	43	38	46	64	45	32	42
b54ef1539c5a67f25ef82616da2eca77	27	30	42	37	20	32	37	35	17	37	49	43	39	53	54	29	52	47	0	0	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	20	44	56	25	40	51	53	46	51	53	68
dcd3344844b9265a6ab552c124f0f138	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	34	20	38	45	30	35	36	28	0	37	30	38	29	89	30	37	53	40	17	33	31	129	49	61	53	22	65	63	39	0	0	0	0	0	0	0	0	0	0	0	0
f0c0c07f89a08d5f5a4e0dfbd0c13b9a	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	74	73	0	0	0	0	0	0	107	0	0	0	0	0	0	0	370	86	71	85	0	97	100	58	0	0	0	0	0	0	0	0	0	0	0	0
5671cb7672dd0825bff661177d6b6024	51	41	52	31	17	32	33	23	11	46	53	46	40	50	43	24	50	40	0	0	0	12	0	0	0	14	0	0	0	11	8	0	0	0	0	0	0	0	0	16	0	10	6	14	6	13	0	13	29	24	38	29	17	38	40	38	56	42	46	24
9ee3c2020a1f81129fc383034df46fbc	21	36	26	36	19	36	51	41	41	39	49	57	35	42	28	36	48	38	0	0	0	0	0	0	0	50	36	28	0	37	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	13	33	36	22	38	34	50	28	22	0	50
8b5da65849f682ffd709b15ab91e0302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	17	25	24	28	58	51	27	0	27	30	22	29	70	16	11	30	30	24	24	29	160	71	58	78	31	61	103	38	0	0	0	0	0	0	0	0	0	0	0	0
acbef357cd23960f6a468c6414f3c531	0	0	0	0	0	0	0	0	0	0	103	0	113	97	0	146	84	163	93	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	74	0	0	0	78	0	86	0	0	0	0
cec997e38540101e53484116f4ce940b	93	82	117	0	0	0	0	0	0	0	82	58	61	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	45	45	0	0	79	60	46	85	106
94a015bcbe664460b24a5e92ddc26835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	29	35	34	35	53	45	38	0	27	40	26	23	84	30	26	19	30	17	14	17	136	47	54	53	27	50	58	21	0	0	0	0	0	0	0	0	0	0	0	0
0f52c9470dcea81f8ec868379b0940c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	40	26	34	35	28	60	32	0	19	26	31	21	62	14	24	16	23	16	21	21	129	74	50	59	22	54	75	39	0	0	0	0	0	0	0	0	0	0	0	0
c768028094a30717ecc6f71b4d37b9e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	23	14	26	19	46	53	37	0	37	33	16	23	59	12	26	19	36	14	35	23	184	38	40	54	29	50	53	29	0	0	0	0	0	0	0	0	0	0	0	0
4ee4ca6c5ad33040fa964f4594e82f98	123	70	67	41	0	42	0	0	0	0	66	0	0	59	41	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	53	55	61	63	82	62	86
1a7e5b22f7c0e3ac74bf7ed43d3bbe03	40	44	38	42	20	37	50	27	15	35	44	34	38	56	40	21	13	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	45	48	47	48	33	57	28	46	34	13
165024275fcddb931bea90b0ea346ccd	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f137ae86da5ae8635cfe9471c99b6b67	365	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409
77a0ebdf05e5e4afc8194827418c4f8f	156	75	122	27	19	8	13	8	9	28	25	40	6	42	17	0	19	7	0	0	0	0	0	0	0	0	5	18	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	25	20	5	12	15	20	48	13	125	54
caeca2becab31d20ff454ae59e43d7e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	21	33	27	27	16	36	45	37	0	33	31	36	30	67	13	35	36	15	7	37	13	100	52	51	37	26	42	53	25	0	0	0	0	0	0	0	0	0	0	0	0
4b5ff7b0048dd5b92c277bf0801e02e8	15	21	0	29	9	26	46	24	0	27	24	26	0	39	17	25	24	21	21	0	12	25	19	11	11	12	20	0	24	13	15	21	0	14	10	16	16	5	10	16	4	4	8	0	0	0	5	3	26	7	27	39	21	18	45	27	21	36	11	20
a227bbcd8a44c150e16cc1e5b233e1c2	164	0	0	0	50	0	0	0	0	128	105	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	152	0	99	164	0
4e35be83c4688fcf8472cab809175cbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	29	22	34	37	43	30	33	32	0	44	38	59	37	41	33	27	43	32	12	36	26	29	41	33	36	32	27	14	33	0	0	0	0	0	0	0	0	0	0	0	0
afc3a2df3c0e67eaef62ae843dbe4de7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	27	18	19	22	28	29	18	0	10	28	28	19	41	23	19	26	20	16	22	29	210	59	39	50	11	50	38	40	0	0	0	0	0	0	0	0	0	0	0	0
0a933f2430b51b2c31abc28b54cd4577	216	72	96	13	0	10	17	10	10	28	41	30	9	38	19	9	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	12	7	0	0	0	18	51	12	31	129
0c280e69c63da365f8a6f0343fdd9621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	17	30	24	11	17	29	17	11	26	30	31	15	35	22	19	29	23	14	17	13	171	34	54	29	18	52	60	40	0	0	0	0	0	0	0	0	0	0	0	0
fd65acbda8665a419b9093884ac3a40d	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	362	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d65aa4cf9cca6f5006b67548b3cec764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	28	34	19	25	37	31	0	0	23	18	18	30	33	15	21	21	23	12	16	30	90	43	41	40	21	53	60	23	0	0	0	0	0	0	0	0	0	0	0	0
8534462d2cae610cce9cc5a7caa33208	83	0	0	0	0	0	0	0	0	0	107	0	0	100	0	99	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	99	98	0	0	105	0	0	0	0
4c1f407367851df840c893221aa3eb89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	16	11	16	31	45	0	0	9	19	16	20	49	15	20	8	14	0	0	7	250	57	38	47	0	54	49	38	0	0	0	0	0	0	0	0	0	0	0	0
81179898953583fd0a3834eb62d240ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	26	34	0	26	29	21	32	0	22	20	35	26	70	21	25	23	23	0	18	0	66	49	30	35	27	53	49	29	0	0	0	0	0	0	0	0	0	0	0	0
b36d0d17011fa2152ac5b2c171f421bd	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	16	28	15	39	35	26	28	31	34	6	40	24	23	34	25	25	34	27	19	15	35	28	27	28	30	30	38	27	13	20	0	0	0	0	0	0	0	0	0	0	0	0
ba3b0e6b6459724cd3a1d5d38695ad38	61	63	74	30	0	0	0	0	0	0	40	29	0	37	46	0	39	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	32	33	0	0	39	30	38	54	60
e081b52ddbef372ea7e1ccbab3e8077f	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	217	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6e6fc1110db0ba21e8b517bc79e35a10	32	30	32	42	0	29	43	36	0	23	35	30	0	20	30	34	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	36	26	21	21	25	32	23	0	33	31	35
a5c0158f233caa6f75fca9ddc797b2e2	29	0	43	36	0	37	44	0	0	33	43	53	0	33	42	31	46	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	40	43	50	33	34	0	0
d2ab796b37364258be91401eb0a4885a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	25	35	27	30	31	23	0	18	30	32	33	31	18	27	21	22	9	21	15	7	26	35	41	31	33	23	39	0	0	0	0	0	0	0	0	0	0	0	0
e9b95e4f6557b22c0d6ae9712a63b5ee	28	32	33	32	0	29	28	0	0	37	24	36	0	39	30	27	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	27	28	36	0	23	26	40	0	27	28	51
0afe769dad026b7ff729c1c32c2c14c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	37	31	26	33	0	25	0	28	36	34	35	26	28	35	22	13	20	21	17	18	32	23	15	26	25	37	26	0	0	0	0	0	0	0	0	0	0	0	0
e2fc322e45c70b9877ee9fd0565822f9	25	0	31	41	0	27	28	29	0	32	24	26	0	33	30	31	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	25	23	0	0	42	0	31	31	32	35	61
c2a73d9d8e8a07db7a09d3b1d0f19048	29	25	53	0	0	0	34	31	0	32	0	24	0	30	0	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	26	25	26	32	26	30	28	44	38	42	26
4748b1e6b3575f57eebbdd4ddbf1e2bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	72	0	32	0	60	0	0	42	60	35	37	0	0	0	37	42	0	60	59	0	0	24	22	52	0	0	0	0	0	0	0	0	0	0	0	0
36e838d8d801be4d58630d8ebbc48547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	30	51	62	0	45	28	0	0	41	30	29	0	0	27	30	42	0	0	0	44	0	0	65	36	19	23	0	0	0	0	0	0	0	0	0	0	0	0	0
6614ba899337be345239770510d1e28e	29	23	68	17	0	26	13	14	0	24	32	38	10	19	22	12	32	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	14	19	15	21	17	26	32	16	37	39
b6c5bca9fb6b27ca9e4879a7efe2b4a0	34	0	0	0	22	0	0	0	0	43	43	0	48	0	0	0	0	0	16	24	21	17	14	14	16	20	16	0	23	0	18	17	0	17	32	13	17	0	22	0	11	0	17	0	13	13	0	0	0	0	0	0	0	0	0	30	0	28	39	0
e8819590a735f4a3fed9732bbee06655	33	41	37	0	0	33	29	22	0	31	27	33	0	33	0	0	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	38	27	0	36	41	34	34	0	37
4fd3877c36e829bade78e9d84fb1b4ad	90	52	86	6	6	8	0	11	6	0	24	27	7	14	18	0	19	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	3	5	0	6	7	31	22	3	41	63
ff49a0affb6b165a4ae1aba68b636b44	32	0	0	0	19	0	0	0	0	28	25	0	33	0	0	0	0	0	14	31	12	0	12	0	17	14	0	0	22	12	11	22	0	15	14	5	11	7	13	13	7	28	9	32	8	0	20	19	0	18	0	0	0	0	0	35	0	14	22	0
292332925e8ac14181708153184d83f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6e57d8982810b4d9033b067b44b37bfd	18	19	5	40	20	18	17	6	15	2	11	13	14	9	8	17	28	7	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	4	28	18	17	29	15	12	51	24	54	21
669b280f76f9d0d2486fded8d1fb45b5	23	19	16	33	13	15	16	10	0	19	27	21	14	11	12	20	32	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	8	33	32	18	16	21	14	26	15	20	10
d888d3cfb24afd8ca896aa9e2d90b359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	31	13	21	16	19	24	26	20	0	29	16	0	11	25	13	33	26	19	0	0	15	31	23	22	30	0	28	28	27	0	0	0	0	0	0	0	0	0	0	0	0
8a64b4a641c3710a4f4b20cd9c0229b5	0	20	19	21	0	34	25	15	16	0	0	30	0	21	23	24	29	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	28	28	25	27	37	0	28	0	0	37
5b06b7afcb0bf9d3ccb94649c1c32aa4	29	22	32	20	26	23	34	29	0	0	36	28	31	28	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	19	0	38	34	0	52
5422b0a8a7269e2f79b783f9fd3d29c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	31	14	20	18	27	30	0	24	25	21	12	37	12	18	23	15	9	12	14	20	29	13	21	12	18	28	21	0	0	0	0	0	0	0	0	0	0	0	0
579ed3707698a632cf91f3124393abcb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	13	24	25	20	25	22	0	21	0	13	27	20	30	23	28	15	0	16	17	22	19	23	24	16	21	26	17	0	0	0	0	0	0	0	0	0	0	0	0
0bd77bd08b8cbb880b6480b7fd4f1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c9457ed204e60d6cb6d1791c66bb662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	343	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f406093c66967d7dbb69ae0055648006	0	0	0	20	11	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	8	4	3	5	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	315	76	9	0	0	0	0	0
e056b70b8e33472b78712d1f49c1b2ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	34	0	30	28	0	0	33	29	32	38	35	0	26	0	0	0	0	25	0	25	34	28	0	0	36	38	0	0	0	0	0	0	0	0	0	0	0	0
ef843a453e46f9bc25e58568ba60474e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	18	25	0	0	0	0	0	0	81	15	17	0	28	0	0	0	110	32	16	0	0	37	45	32	0	0	0	0	0	0	0	0	0	0	0	0
954c5c4416f8ca576b15039c6e841055	0	47	62	0	0	0	35	30	0	41	31	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	39	32	0	0	48	0	41	0	0
93f7cc481fd1b48a71c05664df3f7fc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	13	12	19	25	0	15	0	0	19	17	22	30	0	11	12	0	21	11	14	17	12	27	23	16	16	26	26	20	0	0	0	0	0	0	0	0	0	0	0	0
c7726615bb61ae5ad45e3f8c0292b537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	15	25	13	12	24	25	27	0	18	16	20	15	0	0	12	17	26	0	16	13	25	18	24	21	0	19	23	16	0	0	0	0	0	0	0	0	0	0	0	0
7a9f6a0a57f60b63f0c66697989b8d08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	22	18	18	15	20	19	13	16	0	19	12	18	24	23	8	18	16	17	12	5	0	28	26	15	22	14	0	20	10	0	0	0	0	0	0	0	0	0	0	0	0
7b31718e4a3dfa045992d7d342fcfd6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	21	29	31	30	26	19	8	20	16	22	28	10	23	21	22	12	13	13	26	0	0	5	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
44902ff38579d7158f88b5f6a0925f37	26	24	28	18	0	0	0	12	0	0	12	32	0	22	7	13	26	8	4	0	0	0	0	0	10	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	13	11	0	16	0	6	12	11	0	14	0	10	12	18	16	8	16	19
58ffe819f1a6d2710c45d6f1cd4afb91	37	51	54	8	12	8	0	0	0	13	15	24	0	10	10	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	11	6	16	0	10	12	23	5	17	41
de81d739566fa00e621c8f24a2460c58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	20	19	16	0	19	26	0	17	17	21	18	0	0	21	10	16	0	11	12	10	20	17	14	26	23	20	26	0	0	0	0	0	0	0	0	0	0	0	0
5a603b0c2ea557a920a5ef89316b48d9	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	7	164	165	4	0	2	16	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	22	0	2	0	0	0	0	0
a3d7f1c082a45a1da8635966ce0f9b5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	22	14	20	16	21	15	14	0	22	14	15	21	0	13	13	18	18	0	16	10	17	22	16	0	16	0	23	20	0	0	0	0	0	0	0	0	0	0	0	0
67924a4c7e0afaf46fb5a727a4e4a8c0	0	72	77	0	0	0	0	0	0	0	62	0	0	41	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	60	0	0	0	0
2e562cdc752fedbc557693bb66327f95	64	80	0	44	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	67	0	0	56
01b9ac0064765f03d8a8f48435730fd1	109	56	69	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	57
adca2d7587f1b64a02fccd0583992b6a	70	44	49	0	0	0	0	0	0	11	27	17	0	11	17	0	23	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	16	0	7	0	6	0	12	0	38	28
1c5f1cc5b737bc9c9dc51e0cd41bf55d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958752c0a8b6bfa8bb613f3414e16c47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	20	0	28	0	22	17	0	18	0	22	0	32	0	0	0	23	0	19	0	38	0	21	28	0	20	36	19	0	0	0	0	0	0	0	0	0	0	0	0
95775734c42c3f6eb5fbedbd86929e88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	14	18	11	13	16	16	0	9	3	23	0	20	17	20	22	7	6	6	5	13	17	22	12	5	17	15	13	0	0	0	0	0	0	0	0	0	0	0	0
d237b3937bed19dda117ea528e52965a	0	17	0	0	0	0	11	0	0	0	9	0	16	14	0	10	0	0	0	19	0	0	6	0	0	22	12	0	10	0	0	12	14	17	0	14	0	17	17	0	0	24	20	13	0	24	24	12	0	0	0	0	4	5	0	0	0	0	0	0
c3ceda29ac8e0aae53b2f4b5b542faf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42b320c5ce5a048e21e6f89a2ac6a7bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	11	17	15	0	18	9	16	0	15	24	17	15	10	18	11	0	10	0	10	12	11	17	23	12	12	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0
337e08de11e8bb44505b03daae6157f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	18	28	27	26	0	28	0	25	0	21	10	0	18	26	0	13	0	27	0	13	12	16	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
86920d05a3e7b60d1cac4737c177ac25	0	0	0	0	0	0	34	0	0	38	39	0	0	0	34	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	26	0	0	0	0	34	37	36	0
32a00b7e2ce432d70a96b4eee7445bb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	15	9	11	15	10	0	12	21	25	19	6	8	8	20	10	11	7	11	14	8	15	13	19	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0
2b8daad7504fa765d31055e63a00b597	23	0	0	0	25	0	0	0	0	31	34	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	37	0	42	53	0
71925cd532b2844ed285ecb20e9a884a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	17	0	0	25	0	0	16	23	16	0	0	24	17	0	0	0	18	0	20	0	25	24	0	40	16	21	0	0	0	0	0	0	0	0	0	0	0	0
77af16251a402862108a6c9d8ebab6a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	31	0	0	0	0	0	0	0	0	32	0	22	0	26	26	0	0	28	19	0	23	36	27	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
471ff6eeef63ab530737d3f8d4522344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	18	25	21	0	22	16	19	0	0	0	21	19	17	18	17	0	0	22	16	11	0	15	0	21	0	0	0	0	0	0	0	0	0	0	0	0
