#OTU ID	BNC10.1_1	BNC10.1_2	BNC10.1_3	BNC10.3_1	BNC10.3_2	BNC10.3_3	BNC10.5_1	BNC10.5_2	BNC10.5_3	BNC10.7_1	BNC10.7_2	BNC10.7_3	BNC.no_1	BNC.no_2	BNC.no_3	BAF10.1_1	BAF10.1_2	BAF10.1_3	BAF10.3_1	BAF10.3_2	BAF10.3_3	BAF10.5_1	BAF10.5_2	BAF10.5_3	BAF10.7_1	BAF10.7_2	BAF10.7_3	BAF.no_1	BAF.no_2	BAF.no_3	RNC10.1_1	RNC10.1_2	RNC10.1_3	RNC10.3_1	RNC10.3_2	RNC10.3_3	RNC10.5_1	RNC10.5_2	RNC10.5_3	RNC10.7_1	RNC10.7_2	RNC10.7_3	RNC.no_1	RNC.no_2	RNC.no_3	RAF10.1_1	RAF10.1_2	RAF10.1_3	RAF10.3_1	RAF10.3_2	RAF10.3_3	RAF10.5_1	RAF10.5_2	RAF10.5_3	RAF10.7_1	RAF10.7_2	RAF10.7_3	RAF.no_1	RAF.no_2	RAF.no_3
d97c1bb6b21bed11d2d424df1e8a25ab	5	10	0	0	0	0	7	0	0	0	0	0	0	0	0	28	12	37	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	21	26	17	0	0	0	0	0	0	44	21	18	18	22	5	0	0	0	0	0	0	0	12	11
ae24322cb05ae2a9807c4f1881f251f1	20	93	88	3	0	9	9	6	0	12	0	8	9	0	17	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	5	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1dd212c7282ac4f8aed5d0914c72ef47	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	25	17	64	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	18	23	60	0	8	0	0	0	0	10	0	0	0	4	16
b50d2b8b5662c599a1a78e5833468a1e	13	23	27	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16	186	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655495c42475b392e52b4d7141f46065	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	30	40	19	29	64	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
04a3c9d282a0cda79e715bbc3fa87e49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	25	12	0	3	4	17	28	43	7	0	0	0	44	18	7	45	37
ffb87990be4d1f1f4f668e1469441766	0	0	0	14	0	0	7	0	0	0	0	8	0	0	0	10	14	28	10	8	0	0	0	0	0	13	12	0	0	13	9	33	19	0	0	0	0	15	12	0	0	0	0	0	0	12	10	26	0	15	11	0	0	0	0	0	0	0	7	13
c35e1642f7a8b03fdc02c626c7265d5e	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	47	30	32	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	60	50	0	0	0	0	0	0	0	0	0
ff6387e625c908fb4d0692ab55649bbb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	7	23	17	0	16	0	21	5	39	11	29	11	16	68	14	20
91bc813fd5c22791607713df3fe031a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	27	12	6	10	3	4	10	61	10	11	24	0	21	0	0	0	0	3	0	33	2	0	23	3	20	17
4a42f1c320c55cfcbaca2bbdc3f699a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	29	0	0	24	0	47	0	0	0	0	0	34	40	0	28	0	0	85	0
535235a549c0d7bd94592b95f90b7425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264f694792046fdcdcf1eaf7bd781db5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	56	0	0	0	0	0	0	96	0	41	0	0	0	0	0	0	0	0	0	13	15	24	0	0	0	0	0	0
0ae1308cf1201de65c4edfcd616e89b2	0	0	0	0	0	0	0	0	0	0	0	45	0	16	25	0	0	0	0	9	0	0	0	173	19	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68dad701a336daf18b89c5a368e7fec7	16	34	13	0	2	0	2	5	0	0	6	0	0	7	7	0	0	0	0	0	0	0	0	3	0	8	0	0	0	15	10	23	15	0	0	0	9	21	24	0	0	6	0	0	0	4	0	0	17	13	34	0	0	0	0	0	0	0	0	18
5c351175bc141a1bd1401488da3dd448	0	19	46	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
75159b1cd68b18e682f14ccd03cdadc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	25	0	0	0	0	0	0	0	0	0	0	0	0
763b3ce8d656679a176d50a98dc2cd25	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522c20284a8054fa273d0c20d3409ca9	4	23	11	12	0	10	0	0	0	0	0	0	0	5	0	11	25	30	0	8	0	0	0	7	0	0	0	0	0	0	6	12	16	0	0	0	0	0	0	7	0	0	0	0	0	25	11	25	0	15	0	0	0	0	6	0	0	0	10	19
b16b7790694f967592c663aeb00002aa	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	56	0
d9b713d48fb957453989b02edc629836	0	18	48	13	0	0	0	0	0	0	0	0	0	0	0	18	32	57	0	0	0	0	5	0	0	3	0	0	0	0	19	25	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0
549a20a27929b1e94683e64ce5bc4e84	29	130	30	0	0	8	13	10	5	7	0	5	0	0	29	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea4a74976ae8bde99f6a84d1c16753ce	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	12	0	12	0	0	0	5	0	0	0	0	25	11	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	29	17	23	0	7	10	0	0	13	0	18	28	31	0	8
244bee25b63f157f89f1e97e608f5c47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	32	0	0	0	0	0	119	0	0	0	0	0	38	0	0	0
75d99691e077c050695b8a6bf12b32b8	12	22	27	10	0	8	0	0	0	0	2	4	0	0	5	0	12	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	5	10	10	0	0	0	0	0	0	38	16	30	11	5	12	0	0	0	0	0	0	0	0	17
4187fed434317f3fd83e8a5169fdd14b	38	61	29	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	20	43	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
d9010467145c32f062a7b23413ec2282	0	0	0	14	0	10	0	0	0	0	0	0	0	0	0	34	16	51	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	65	23	37	0	0	0	0	0	0	0	0	0	0	0	12
92fc329feb3e40473563a291b5d121bd	0	0	0	47	0	0	0	0	0	0	0	0	10	0	0	0	54	100	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d92eb83a8c403324f60b2bf8ef23af84	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	70	0	46	0	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	78	0	16	0	0	0	0	0	0	0	0	0	19	0	0
3b28cd369d7468c0bf155f5224e15e5f	0	0	0	0	276	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1d2a2dc042571bf6e01e0cbf2a10809d	13	28	26	8	0	5	0	3	0	10	0	4	0	19	0	0	3	8	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	6	10	15	14	0	2	0	0	4	6	23	9	0	0	0	13	0	0	0	0	0	0	5	11	17
c5846c39afaafccb5c129afc12e01991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	47	37	0	0	0	0	0	0	0	0	0	29	41	96	0	0	0	0	0	0
596f691d06a8aefd28bb2134a09eb3f4	0	11	26	4	0	12	0	0	0	0	8	12	0	5	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	20	44	45	0	0	0	0	3	6	4	8	0	0	0	0	0	5	10	0	11	0	9	0	0	0	0	0	0	0	17
b1c90ad7adf272dbd03afe011372f150	0	0	0	13	0	0	0	0	0	3	0	0	6	0	0	0	0	0	12	5	0	0	0	0	10	0	0	0	0	0	0	0	0	76	19	17	7	0	0	0	0	0	0	0	0	2	0	4	20	41	24	0	0	0	0	6	0	3	4	0
87a9ddabf0ac28291abaf2f9e994642d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	28	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	78	41	20	0	0	0	0	0	0	0	0	0	0	0	0
39588ae5a2fba3ddc3cad7a75d195554	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	19	0	0	182	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7e55792c581a3b8a140eaf9d44e937b	0	0	0	39	0	19	0	0	0	0	0	0	0	0	7	49	41	55	0	0	5	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	11
0133a981c4ebb6fb8ca805e345927340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	16	0	0	0	0	0	0	0	0	0	18	48	20	0	0	0	0	0	0	0	0	0	22	55	44
e69b96ae69842580e326aa053d65f5d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	95	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c00ffcd126dfe931f92413e668075d46	0	68	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	75	9	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	19	19
c1f24f988ee87b7b21097275c7f00458	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee14d6ef907f6fd096eb648b2c84ff22	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	57	41	33	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	20	33	0	0	0	0	0	0
1d2914f8f4a4e724ec8ea1f596528fca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	15	0	0	0	0	0	0	0	0	58	26	41	0	0	0	0	0	0	0	0	0	0	0	0
16476a6850810353e1a308c11445b6b1	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	54	41	0	0	0	0	23	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	17	33	13
463114a995b46204eceda3d686691e0e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
57cac2cb6cbc511253d27048df376198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	51	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4eb3f4673ce480ff665113e26cd4b425	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffa2d3d4e030a8f45850c379c0d196f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	11	209	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132079e4c1eee6e5f71308b53c0767d3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0	0	14	199	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc27c49ff2a7c7fd3646d34f2da4ea18	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	34	0	31	135	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382fdc2f3319caec6a92fc14610750b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c38d86b45eaef5af766c9cf3079cd2b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	24	0	0	8	0	0	0	11	20	39	0	0	0	0	0	11	0	0	5	10	19	67	0	0	0	0	17	9
097af3ed7e6af9a0f9c5baa956514465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	38	24	15	0	0	0	10	0	0	0	0	0	26	17	13	0	48	41
84619d47c1d32f5801f1e2f725023f04	0	0	0	0	0	0	18	24	0	0	0	0	0	0	0	13	0	21	26	32	0	0	0	0	0	0	9	17	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	6	0	11	0	0	0	0	0	0
6fe6a7ec45bc613224d788cedd50b41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	61	16	20	18	0	0	0	15	0	26	9	0	0
6429377ba529ea40d010b630126f56e8	0	0	0	0	0	0	0	0	0	51	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	36	23	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e5f949ca32865bf154ba5a5f97bbd97	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91dbc8b3f81f964589534013bd15ca8e	0	162	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9fb22986ebc03f283dcc0f8331c9df74	0	0	0	38	24	11	7	0	0	4	0	0	9	0	0	16	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	4	26	23	12	0	0	3	5	6	4	8	5	5	0	4	0	0	0	2	0	0	0	0	3	2	0	10	8
e7f166ea008830118379daf5df9cfc17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	13	12	15	0	0	0	30	0	0	0	11	20	7	14	22	0	0	0	14	9	0	0	12	36
18b0db5285ed840948e8c4fe6a200161	18	22	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	89	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	65	0	0	0	0	3	0	0	0	0	0	0	8
3da04b9cf95b14f3ba6b26f3954d90a8	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	113	60	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
6f3e5ab82298b117648db453314f0127	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	55	95	0	0	0	0	0	0	0	0	0	0	0	0
148eb24509b13263b89c0e601e32b947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
609e615d047019e3e373b64eede9efde	128	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	17	0	28	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
8ab227a9c8766a1499d534246563069a	5	0	0	32	31	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	34	47	24	0	0	0	0	0	0	8	0	6	3	0	0	0	0	0	0	0	0	4	0	0	0	6	4
69b8638d5b16845ba8c0cc112e58178f	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	14	8	0	0	0	0	0	0	14	24	25	0	0	0	0	0	0	0	0	0	23	0	37	0	0	0	0	11	42
6525a374c5f11a6f2afe67efa9fc3160	94	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cf8b2e18197ed3873136a8dcbbd5ab7f	0	10	0	0	0	0	18	27	0	0	0	0	0	0	0	0	16	14	23	0	20	0	0	0	0	0	23	45	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
0ea7721e0e49afe1796bdefb4faebc1d	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	62	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	33	50	0	0	0	0	0	0	0	0	0	0	0	11
e3251f7021df808b09e77ae6866c35b7	13	99	0	7	9	0	9	0	10	6	4	7	10	7	28	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
58d057a47e985830fde3156e476bad0a	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	6	10	24	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	63	0	7	5	8	17	15	0	7	3	0	0	30	0	0	4	2
92893885db81bdd95e34ae34bf33c4d1	14	65	30	0	11	6	0	0	0	0	3	16	0	0	13	0	0	0	0	0	0	0	0	5	0	0	10	0	0	0	11	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
11604f967f9e315fbe1c875c26e1abd6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	24	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	58	24	61	0	0	25	0	0	0	0	0	0	0	0	0
0ee082fb9d91ad52e7543d7fcfae2c66	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	61	34	38	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	21	17	0	0	0	0	0	0	0	0	0
3f05d12ab0630bf5b140b23d13958289	0	0	0	0	0	0	24	39	0	0	0	0	0	0	0	0	0	0	21	31	0	0	0	0	0	28	21	15	29	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c41e47b5ef9e3b9965be6c2182e449c1	26	129	0	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368278b521f8f5d40638a4d283152d51	0	0	0	15	48	30	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	31	24	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
6502df3647e002d387fc322489eba3c3	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3961cde09efbf795baae5e2694739500	6	0	0	41	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	4
d49d9a19af1afdcaa8fe03c4c2720870	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daa7d686aceff860b425a2fd69dfee55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c12283118229c05a7c2bb0ed02ee38d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
a95871ec65575d8aaacc83550d4a00d0	46	0	27	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	59	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f1f0a49fef9b5dc7468652321c65fa1	34	20	51	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	54	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd4a4cd5016bf44fe442b7072a21e1eb	0	0	0	0	0	0	0	0	0	0	0	23	0	11	5	0	7	0	0	0	0	0	6	149	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314bb7a6de644747ff9448cfdb1856e9	28	13	0	0	0	0	0	0	0	0	0	0	0	32	10	0	0	0	0	0	0	11	0	0	8	22	0	0	0	0	0	23	0	11	0	0	0	29	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	13	0	0	0	0	6	0
8a2950244650b024368aa8174145ba33	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	14	0	11	15	0	0	141	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f45a9d245acd9204b6005c69c5d8fbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	12	17	0	0	11	0	0	0	0	0	0	0	0	53	30	38	0	0	0	0	0	0	0	0	0	39	0	0	0
a6e7470e53e8a2d16438cd22211b678b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	40	0	0	0	0	0	0	0	0	0	0	17	30	6	21	18	0	0	0	0	0	0	0	9	35
1a8feaf247474074e7d933cf3ebc7878	0	26	23	11	0	7	0	5	0	19	13	0	8	0	16	5	0	2	0	0	0	0	0	0	0	6	10	0	0	0	14	15	4	0	0	3	0	0	0	0	0	0	0	0	0	4	12	8	0	0	0	0	0	4	0	0	0	0	2	0
2f3bd4789264e1d66eb38faf94cadbaa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	62	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	30	60	0	0	0	0	0	0	0	0	3	0	0	9
3a65943ae7c0cc7b19781ddafb97f937	16	4	21	0	0	0	9	0	10	0	0	0	4	0	0	0	0	0	9	0	12	0	0	0	0	25	8	7	18	11	16	33	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecbb1a9f5f5a9acad07f409992f238bc	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
